AREA,UF,REGIAO,ANO,CPCCONTINUO,NOTACONCLUINTES,NOTAPADRONIZADAIDD,NOTAPADRONIZADAMESTRES,NOTAPADRONIZADADOUTORES,NOMEIES,SIGLAIES,Publica_1_Privada_0,CATADMINISTRATIVA,ORGACADEMICA,MUNICIPIOCURSO,NOTAPADRONIZADADREGIME,NOTAPADRONIZADAPEDAG,CPC_FAIXA,NOTAPADRONIZADAINFRA,INGRESSANTESPARTICIPANTES,INGRESSANTESINSCRITOS,COD_AREA (cod_curso),COD_IES,AMPLIACAOFORMACAO(NA),CPC FORMULA2013
PUBLICIDADE E PROPAGANDA,MG,0,2012,"3,68","4,46","4,37","2,96","0,00",FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD,FPD,0,Privada,Faculdade,DIVINOPOLIS,"4,64","4,17","4,00","5,00",33,57,804,3149,"4,50","3,67"
ADMINISTRAÇÃO,PB,0,2012,"3,85","4,01","4,64","3,95","2,21",FACULDADE INTERNACIONAL DA PARAÍBA,FPB,0,Privada,Faculdade,JOAO PESSOA,"2,37","3,33","4,00","5,00",72,119,1,3099,"4,00","3,83"
DIREITO,PB,0,2012,"2,70","1,79","2,03","4,25","3,00",FACULDADE INTERNACIONAL DA PARAÍBA,FPB,0,Privada,Faculdade,JOAO PESSOA,"2,50","4,35","3,00","4,65",99,173,2,3099,"4,47","2,69"
ADMINISTRAÇÃO,MG,0,2012,"2,63","2,81","3,32","3,57","0,00",FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,0,Privada,Faculdade,BELO HORIZONTE,"4,46","1,23","3,00","2,80",120,265,1,1818,"1,86","2,60"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"2,99","3,32","3,50","3,64","0,00",FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,0,Privada,Faculdade,BELO HORIZONTE,"3,86","2,53","4,00","4,68",20,57,22,1818,"3,39","2,96"
DIREITO,MG,0,2012,"2,50","2,09","3,01","3,51","0,00",FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,0,Privada,Faculdade,BELO HORIZONTE,"4,59","1,90","3,00","3,77",69,159,2,1818,"2,64","2,48"
JORNALISMO,MG,0,2012,"2,87","3,26","3,26","3,21","0,00",FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,0,Privada,Faculdade,BELO HORIZONTE,"4,64","2,39","3,00","4,05",1,2,803,1818,"3,05","2,84"
PSICOLOGIA,MG,0,2012,"2,90","2,53","3,73","3,40","0,00",FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,0,Privada,Faculdade,BELO HORIZONTE,"4,40","2,38","3,00","4,38",27,67,18,1818,"3,18","2,87"
PUBLICIDADE E PROPAGANDA,MG,0,2012,"2,48","2,60","2,60","3,32","0,00",FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,0,Privada,Faculdade,BELO HORIZONTE,"4,71","2,14","3,00","3,85",0,2,804,1818,"2,83","2,45"
ADMINISTRAÇÃO,PR,1,2012,"1,80","1,01","1,25","2,92","0,00",FACULDADE PARANAPANEMA,FP,0,Privada,Faculdade,PORECATU,"2,50","5,00","2,00","5,00",4,13,1,2841,"5,00","1,80"
ADMINISTRAÇÃO,PE,0,2012,"3,01","2,83","2,21","5,00","1,75",FOCCA - FACULDADE DE OLINDA,FOCCA,0,Privada,Faculdade,OLINDA,"5,00","4,43","4,00","4,36",37,59,1,405,"4,40","3,01"
CIÊNCIAS CONTÁBEIS,PE,0,2012,"3,05","2,54","2,88","5,00","1,63",FOCCA - FACULDADE DE OLINDA,FOCCA,0,Privada,Faculdade,OLINDA,"5,00","3,51","4,00","3,74",10,29,22,405,"3,60","3,05"
DIREITO,PE,0,2012,"2,88","2,00","2,09","5,00","2,76",FOCCA - FACULDADE DE OLINDA,FOCCA,0,Privada,Faculdade,OLINDA,"5,00","3,56","3,00","4,15",58,161,2,405,"3,80","2,87"
ADMINISTRAÇÃO,SP,0,2012,"2,58","2,57","2,86","4,29","1,00",FACULDADES OSWALDO CRUZ,FOC,0,Privada,Faculdade,SAO PAULO,"1,61","2,65","3,00","3,65",19,63,1,234,"3,05","2,57"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"2,45","2,51","2,13","3,68","1,29",FACULDADES OSWALDO CRUZ,FOC,0,Privada,Faculdade,SAO PAULO,"2,11","3,40","3,00","4,26",16,46,22,234,"3,75","2,44"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"1,31","0,45","0,94","3,58","0,80",FACULDADES OSWALDO CRUZ,FOC,0,Privada,Faculdade,SAO PAULO,"1,80","1,48","2,00","3,47",17,37,13,234,"2,28","1,28"
ADMINISTRAÇÃO,SP,0,2012,"2,20","2,57","2,62","2,17","0,30","FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS NOSSA SENHORA APARECIDA",FNSA,0,Privada,Faculdade,SERTAOZINHO,"2,83","2,29","3,00","2,39",42,150,1,1532,"2,33","2,20"
ADMINISTRAÇÃO,PE,0,2012,"3,15","4,06","3,16","4,40","0,56",FACULDADE NOVA ROMA,FNR,0,Privada,Faculdade,RECIFE,"1,80","4,55","4,00","4,51",7,10,1,4700,"4,53","3,15"
CIÊNCIAS CONTÁBEIS,PE,0,2012,"3,07","3,88","3,18","4,29","0,78",FACULDADE NOVA ROMA,FNR,0,Privada,Faculdade,RECIFE,"2,14","2,70","4,00","5,00",18,31,22,4700,"3,62","3,03"
ADMINISTRAÇÃO,ES,0,2012,"3,00","2,89","3,42","2,68","0,75",FACULDADE NOVO MILÊNIO,FNM,0,Privada,Faculdade,VILA VELHA,"2,68","4,61","4,00","4,89",23,58,1,1308,"4,72","3,00"
DIREITO,ES,0,2012,"2,54","2,05","2,67","2,56","0,58",FACULDADE NOVO MILÊNIO,FNM,0,Privada,Faculdade,VILA VELHA,"2,95","4,34","3,00","4,89",33,77,2,1308,"4,56","2,53"
PUBLICIDADE E PROPAGANDA,ES,0,2012,"1,93","2,27","2,30","2,14","0,78",FACULDADE NOVO MILÊNIO,FNM,0,Privada,Faculdade,VILA VELHA,"1,88","1,33","2,00","2,05",15,30,804,1308,"1,62","1,92"
ADMINISTRAÇÃO,SP,0,2012,"2,12","1,47","1,60","2,99","1,17",FACULDADE NOSSA CIDADE,FNC,0,Privada,Faculdade,CARAPICUIBA,"4,17","3,21","3,00","4,17",171,565,1,4169,"3,59","2,10"
ADMINISTRAÇÃO,SP,0,2012,"1,54","1,48","1,21","3,24","0,74",CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,0,Privada,Centro Universitário,SAO PAULO,"4,12","1,31","2,00","0,75",554,1772,1,374,"1,08","1,54"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"1,74","1,57","1,46","3,33","0,93",CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,0,Privada,Centro Universitário,SAO PAULO,"4,22","1,29","2,00","1,54",233,785,22,374,"1,39","1,74"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"1,96","1,40","1,87","3,69","0,65",CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,0,Privada,Centro Universitário,SAO PAULO,"4,63","2,32","3,00","1,81",108,290,13,374,"2,12","1,97"
DIREITO,SP,0,2012,"2,64","2,29","2,12","4,17","2,14",CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,0,Privada,Centro Universitário,SAO PAULO,"3,57","3,31","3,00","3,91",777,2242,2,374,"3,55","2,63"
HISTÓRIA (LICENCIATURA),SP,0,2011,"3,71","4,85","5,00","4,13","0,75",CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,0,PRIVADA,CENTROS UNIVERSITÁRIOS,SÃO PAULO,"4,75","1,25","4,00","1,52",29,109,2402,374,"1,36","3,70"
PSICOLOGIA,SP,0,2012,"2,48","2,28","2,49","3,63","1,85",CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,0,Privada,Centro Universitário,SAO PAULO,"4,23","1,36","3,00","2,49",309,957,18,374,"1,81","2,47"
RELAÇÕES INTERNACIONAIS,SP,0,2012,"2,77","2,44","2,75","3,95","1,38",CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,0,Privada,Centro Universitário,SAO PAULO,"3,62","3,56","3,00","3,69",167,359,81,374,"3,61","2,77"
ADMINISTRAÇÃO,BA,0,2012,"1,98","1,54","1,98","2,14","0,67",FACULDADE MADRE THAIS,FMT,0,Privada,Faculdade,ILHEUS,"4,05","2,43","3,00","3,10",37,63,1,3268,"2,70","1,97"
ADMINISTRAÇÃO,MG,0,2012,"1,76","2,37","1,82","2,84","0,16",FACULDADE MACHADO SOBRINHO,FMS,0,Privada,Faculdade,JUIZ DE FORA,"0,34","2,66","2,00","2,43",40,80,1,336,"2,57","1,76"
ADMINISTRAÇÃO,SP,0,2012,"2,14","2,34","2,74","2,50","0,32",FACULDADE MARIO SCHENBERG,FMS,0,Privada,Faculdade,COTIA,"1,14","2,67","3,00","2,54",32,79,1,3618,"2,62","2,14"
ADMINISTRAÇÃO,SP,0,2012,"2,10","2,16","2,16","3,16","0,37",FACULDADE MORUMBI SUL,FMS,0,Privada,Faculdade,SAO PAULO,"2,11","1,85","3,00","4,24",6,33,1,1295,"2,80","2,06"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"2,04","2,40","2,90","2,26","0,00",FACULDADE MACHADO SOBRINHO,FMS,0,Privada,Faculdade,JUIZ DE FORA,"0,16","2,16","3,00","2,76",10,28,22,336,"2,40","2,03"
DIREITO,SP,0,2012,"2,27","1,92","3,22","2,14","0,00",FACULDADE MARIO SCHENBERG,FMS,0,Privada,Faculdade,COTIA,"1,79","2,93","3,00","3,28",21,60,2,3618,"3,07","2,27"
ADMINISTRAÇÃO,PE,0,2012,"2,51","2,97","2,56","3,70","0,26",FACULDADE MARISTA,FMR,0,Privada,Faculdade,RECIFE,"1,11","3,91","3,00","4,40",33,47,1,2723,"4,10","2,51"
ADMINISTRAÇÃO,SP,0,2012,"3,31","2,92","3,27","3,75","3,06",FACULDADE MARECHAL RONDON,FMR,0,Privada,Faculdade,SAO MANUEL,"4,38","2,58","4,00","4,30",28,80,1,1624,"3,27","3,29"
DIREITO,PE,0,2012,"2,53","2,17","2,06","3,61","1,88",FACULDADE MARISTA,FMR,0,Privada,Faculdade,RECIFE,"3,06","3,37","3,00","4,59",78,121,2,2723,"3,86","2,51"
DIREITO,SP,0,2012,"3,42","2,97","3,43","3,82","2,21",FACULDADE MARECHAL RONDON,FMR,0,Privada,Faculdade,SAO MANUEL,"3,53","5,00","4,00","4,88",44,109,2,1624,"4,95","3,42"
ADMINISTRAÇÃO,SP,0,2012,"2,57","2,37","2,26","3,16","1,29",FACULDADE MAX PLANCK,FMP,0,Privada,Faculdade,INDAIATUBA,"3,68","3,80","3,00","4,18",41,139,1,2123,"3,95","2,56"
DIREITO,SP,0,2012,"3,13","3,02","3,46","3,81","1,07",FACULDADE MAX PLANCK,FMP,0,Privada,Faculdade,INDAIATUBA,"3,10","4,19","4,00","4,31",21,77,2,2123,"4,24","3,13"
ADMINISTRAÇÃO,BA,0,2012,"3,59","3,46","4,46","3,40","1,96",FACULDADE MAURÍCIO DE NASSAU DE SALVADOR,FMN SALVADOR,0,Privada,Faculdade,SALVADOR,"3,40","3,45","4,00","3,72",47,108,1,1055,"3,56","3,59"
CIÊNCIAS CONTÁBEIS,BA,0,2012,"2,66","1,50","1,90","3,21","3,49",FACULDADE MAURÍCIO DE NASSAU DE SALVADOR,FMN SALVADOR,0,Privada,Faculdade,SALVADOR,"3,93","4,23","3,00","4,29",24,54,22,1055,"4,26","2,66"
DIREITO,BA,0,2012,"2,39","2,43","3,03","2,00","1,65",FACULDADE MAURÍCIO DE NASSAU DE SALVADOR,FMN SALVADOR,0,Privada,Faculdade,SALVADOR,"2,30","1,71","3,00","1,94",152,308,2,1055,"1,81","2,39"
ADMINISTRAÇÃO,RN,0,2012,"2,51","1,95","2,30","3,06","1,58",FACULDADE MAURÍCIO DE NASSAU DE NATAL,FMN NATAL,0,Privada,Faculdade,NATAL,"3,23","3,92","3,00","4,12",65,168,1,3853,"4,00","2,50"
CIÊNCIAS CONTÁBEIS,RN,0,2012,"2,28","1,98","2,09","2,24","1,69",FACULDADE MAURÍCIO DE NASSAU DE NATAL,FMN NATAL,0,Privada,Faculdade,NATAL,"2,93","3,29","3,00","3,52",125,307,22,3853,"3,38","2,27"
DIREITO,RN,0,2012,"2,92","2,82","3,44","2,72","1,63",FACULDADE MAURÍCIO DE NASSAU DE NATAL,FMN NATAL,0,Privada,Faculdade,NATAL,"2,07","3,22","3,00","4,13",86,291,2,3853,"3,58","2,91"
ADMINISTRAÇÃO,PB,0,2012,"3,29","3,03","3,42","4,78","1,56",FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA,FMN JOÃO PESSOA,0,Privada,Faculdade,JOAO PESSOA,"3,22","3,91","4,00","4,76",177,297,1,3817,"4,25","3,27"
DIREITO,PB,0,2012,"2,34","1,56","2,10","3,18","1,64",FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA,FMN JOÃO PESSOA,0,Privada,Faculdade,JOAO PESSOA,"2,82","3,52","3,00","4,38",253,475,2,3817,"3,87","2,32"
ADMINISTRAÇÃO,PB,0,2012,"2,88","2,42","2,54","3,61","1,94",FACULDADE MAURÍCIO DE NASSAU DE CAMPINA GRANDE,FMN CG,0,Privada,Faculdade,CAMPINA GRANDE,"2,64","5,00","3,00","5,00",180,263,1,3879,"5,00","2,88"
ADMINISTRAÇÃO,RJ,0,2012,"2,77","2,86","2,73","3,86","1,75",FACULDADE MORAES JÚNIOR - MACKENZIE RIO,FMJ - MACKENZIE RIO,0,Privada,Faculdade,RIO DE JANEIRO,"1,25","3,38","3,00","4,62",38,102,1,195,"3,88","2,76"
CIÊNCIAS CONTÁBEIS,RJ,0,2012,"1,56","1,42","1,13","3,71","0,70",FACULDADE MORAES JÚNIOR - MACKENZIE RIO,FMJ - MACKENZIE RIO,0,Privada,Faculdade,RIO DE JANEIRO,"0,69","2,37","2,00","3,57",79,223,22,195,"2,85","1,54"
CIÊNCIAS ECONÔMICAS,RJ,0,2012,"2,22","1,97","2,45","4,38","0,87",FACULDADE MORAES JÚNIOR - MACKENZIE RIO,FMJ - MACKENZIE RIO,0,Privada,Faculdade,RIO DE JANEIRO,"1,09","1,72","3,00","4,05",18,34,13,195,"2,66","2,19"
DIREITO,RJ,0,2012,"1,85","1,55","1,48","4,36","1,15",FACULDADE MORAES JÚNIOR - MACKENZIE RIO,FMJ - MACKENZIE RIO,0,Privada,Faculdade,RIO DE JANEIRO,"1,54","1,41","2,00","4,03",54,120,2,195,"2,46","1,81"
ADMINISTRAÇÃO,SP,0,2012,"2,13","1,91","1,57","2,50","1,75",FACULDADE ESTÁCIO MONTESSORI DE IBIÚNA,FMI,0,Privada,Faculdade,IBIUNA,"3,33","2,63","3,00","4,00",40,99,1,2431,"3,18","2,11"
ADMINISTRAÇÃO,MG,0,2012,"2,04","1,92","1,51","3,39","0,75",FACULDADE METODISTA GRANBERY,FMG,0,Privada,Faculdade,JUIZ DE FORA,"1,61","3,81","3,00","4,78",36,59,1,1253,"4,20","2,03"
DIREITO,MG,0,2012,"2,70","2,94","2,93","3,44","0,47",FACULDADE METODISTA GRANBERY,FMG,0,Privada,Faculdade,JUIZ DE FORA,"1,88","3,78","3,00","4,42",101,131,2,1253,"4,04","2,69"
ADMINISTRAÇÃO,AM,0,2012,"2,53","2,20","1,40","4,14","1,69",FACULDADE MARTHA FALCÃO,FMF,0,Privada,Faculdade,MANAUS,"3,97","4,79","3,00","5,00",20,39,1,1381,"4,87","2,52"
CIÊNCIAS CONTÁBEIS,AM,0,2012,"3,03","2,14","2,76","3,75","1,78",FACULDADE MARTHA FALCÃO,FMF,0,Privada,Faculdade,MANAUS,"4,53","4,94","4,00","5,00",55,100,22,1381,"4,97","3,03"
DIREITO,AM,0,2012,"2,77","2,24","2,46","3,44","1,67",FACULDADE MARTHA FALCÃO,FMF,0,Privada,Faculdade,MANAUS,"4,00","4,06","3,00","4,68",101,171,2,1381,"4,31","2,76"
PSICOLOGIA,AM,0,2012,"3,62","3,18","4,22","3,55","1,12",FACULDADE MARTHA FALCÃO,FMF,0,Privada,Faculdade,MANAUS,"4,35","5,00","4,00","5,00",40,98,18,1381,"5,00","3,62"
ADMINISTRAÇÃO,PR,1,2012,"2,52","2,83","2,92","1,79","0,00",FACULDADE MATER DEI,FMD,0,Privada,Faculdade,PATO BRANCO,"3,75","3,10","3,00","3,81",52,84,1,1337,"3,38","2,51"
DIREITO,PR,1,2012,"2,92","3,12","3,39","2,39","0,00",FACULDADE MATER DEI,FMD,0,Privada,Faculdade,PATO BRANCO,"4,57","3,41","3,00","4,43",64,94,2,1337,"3,82","2,90"
ADMINISTRAÇÃO,SP,0,2012,"2,10","2,23","2,46","2,58","0,00",FACULDADE METROPOLITANA DE CAIEIRAS,FMC,0,Privada,Faculdade,CAIEIRAS,"1,97","3,10","3,00","2,86",19,64,1,2879,"3,00","2,10"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"2,13","2,44","2,44","2,75","0,00",FACULDADE METROPOLITANA DE CAIEIRAS,FMC,0,Privada,Faculdade,CAIEIRAS,"2,75","1,93","3,00","3,12",5,49,22,2879,"2,41","2,11"
ADMINISTRAÇÃO,GO,0,2012,"2,88","1,95","2,10","4,00","2,33",FACULDADE MONTES BELOS,FMB,0,Privada,Faculdade,SAO LUIS DE MONTES BELOS,"5,00","4,76","3,00","5,00",34,70,1,2336,"4,86","2,88"
CIÊNCIAS CONTÁBEIS,GO,0,2012,"2,89","2,02","2,37","4,00","2,72",FACULDADE MONTES BELOS,FMB,0,Privada,Faculdade,SAO LUIS DE MONTES BELOS,"5,00","3,75","3,00","3,85",53,86,22,2336,"3,79","2,88"
DIREITO,GO,0,2012,"3,20","2,43","3,47","2,80","1,80",FACULDADE MONTES BELOS,FMB,0,Privada,Faculdade,SAO LUIS DE MONTES BELOS,"5,00","4,03","4,00","4,53",86,131,2,2336,"4,23","3,19"
ADMINISTRAÇÃO,SP,0,2012,"2,36","2,33","2,59","1,84","0,37",FACULDADE DE MONTE ALTO,FMA,0,Privada,Faculdade,MONTE ALTO,"2,63","3,42","3,00","4,54",30,95,1,1886,"3,87","2,35"
ADMINISTRAÇÃO,CE,0,2012,"2,89","2,21","2,44","3,88","2,10",FACULDADE DE CIÊNCIAS APLICADAS DOUTOR LEÃO SAMPAIO,FLS,0,Privada,Faculdade,JUAZEIRO DO NORTE,"4,75","3,77","3,00","4,73",192,272,1,1735,"4,16","2,88"
CIÊNCIAS CONTÁBEIS,CE,0,2012,"2,62","1,61","1,82","4,00","2,56",FACULDADE DE CIÊNCIAS APLICADAS DOUTOR LEÃO SAMPAIO,FLS,0,Privada,Faculdade,JUAZEIRO DO NORTE,"4,43","3,72","3,00","4,88",67,100,22,1735,"4,18","2,60"
ADMINISTRAÇÃO,PR,1,2012,"1,95","2,04","2,19","1,76","0,00",FACULDADE DO LITORAL PARANAENSE,FLP,0,Privada,Faculdade,GUARATUBA,"0,88","4,38","3,00","3,31",21,30,1,2624,"3,95","1,96"
DIREITO,PR,1,2012,"2,04","1,83","2,74","1,30","0,33",FACULDADE DO LITORAL PARANAENSE,FLP,0,Privada,Faculdade,GUARATUBA,"0,43","2,66","3,00","4,42",15,37,2,2624,"3,37","2,01"
ADMINISTRAÇÃO,CE,0,2012,"2,91","2,00","2,06","4,71","2,88",FACULDADE LUCIANO FEIJÃO,FLF,0,Privada,Faculdade,SOBRAL,"5,00","4,10","3,00","4,32",77,122,1,3862,"4,19","2,91"
CIÊNCIAS CONTÁBEIS,CE,0,2012,"2,42","2,23","2,30","3,48","0,74",FACULDADE LOURENÇO FILHO,FLF,0,Privada,Faculdade,FORTALEZA,"3,94","2,57","3,00","4,10",81,167,22,1059,"3,18","2,40"
DIREITO,CE,0,2012,"2,60","2,01","1,92","3,40","2,12",FACULDADE LUCIANO FEIJÃO,FLF,0,Privada,Faculdade,SOBRAL,"5,00","3,18","3,00","4,54",161,255,2,3862,"3,72","2,58"
ADMINISTRAÇÃO,SC,1,2012,"3,18","2,87","3,96","4,26","1,04",FACULDADE DO LITORAL CATARINENSE,FLC,0,Privada,Faculdade,BALNEARIO CAMBORIU,"2,22","3,87","4,00","3,78",9,29,1,3437,"3,83","3,18"
CIÊNCIAS CONTÁBEIS,SC,1,2012,"2,15","1,91","1,65","3,48","1,42",FACULDADE DO LITORAL CATARINENSE,FLC,0,Privada,Faculdade,BALNEARIO CAMBORIU,"1,74","3,36","3,00","4,40",4,18,22,3437,"3,77","2,13"
ADMINISTRAÇÃO,BA,0,2012,"1,56","1,60","1,50","1,79","0,00",FACULDADE JUVÊNCIO TERRA,FJT,0,Privada,Faculdade,VITORIA DA CONQUISTA,"2,68","2,39","2,00","2,64",15,25,1,1318,"2,49","1,55"
PSICOLOGIA,BA,0,2012,"1,86","1,20","2,25","1,87","0,00",FACULDADE JUVÊNCIO TERRA,FJT,0,Privada,Faculdade,VITORIA DA CONQUISTA,"2,81","3,66","2,00","2,79",37,64,18,1318,"3,31","1,88"
ADMINISTRAÇÃO,PE,0,2012,"2,54","2,34","2,92","2,71","1,40",FACULDADE JOAQUIM NABUCO - PAULISTA,FJN,0,Privada,Faculdade,PAULISTA,"2,14","2,65","3,00","3,70",98,246,1,4118,"3,07","2,53"
ADMINISTRAÇÃO,PE,0,2012,"1,92","1,34","1,48","3,00","1,40",FACULDADE JOAQUIM NABUCO RECIFE,FJN,0,Privada,Faculdade,RECIFE,"3,44","2,38","2,00","3,48",321,625,1,4153,"2,82","1,90"
CIÊNCIAS CONTÁBEIS,CE,0,2012,"2,37","1,76","1,74","3,33","1,51",FACULDADE DE JUAZEIRO DO NORTE,FJN,0,Privada,Faculdade,JUAZEIRO DO NORTE,"4,07","3,72","3,00","4,65",64,94,22,2593,"4,09","2,36"
CIÊNCIAS CONTÁBEIS,PE,0,2012,"1,80","1,73","1,56","1,57","1,63",FACULDADE JOAQUIM NABUCO - PAULISTA,FJN,0,Privada,Faculdade,PAULISTA,"1,43","2,54","2,00","3,33",137,277,22,4118,"2,85","1,79"
DIREITO,PE,0,2012,"2,43","1,96","2,64","2,86","1,50",FACULDADE JOAQUIM NABUCO - PAULISTA,FJN,0,Privada,Faculdade,PAULISTA,"2,43","2,48","3,00","4,03",142,286,2,4118,"3,10","2,40"
JORNALISMO,PE,0,2012,"2,62","2,28","2,87","2,53","1,04",FACULDADE JOAQUIM NABUCO RECIFE,FJN,0,Privada,Faculdade,RECIFE,"2,56","4,09","3,00","4,21",66,111,803,4153,"4,13","2,62"
PUBLICIDADE E PROPAGANDA,PE,0,2012,"2,58","2,46","3,05","1,24","1,43",FACULDADE JOAQUIM NABUCO RECIFE,FJN,0,Privada,Faculdade,RECIFE,"2,29","3,47","3,00","3,79",43,90,804,4153,"3,60","2,58"
ADMINISTRAÇÃO,MG,0,2012,"3,34","4,66","4,65","1,38","0,00",FACULDADE JUIZ DE FORA,FJF,0,Privada,Faculdade,JUIZ DE FORA,"1,38","2,89","4,00","4,71",27,61,1,3788,"3,62","3,31"
ADMINISTRAÇÃO,SP,0,2012,"3,10","3,42","4,12","2,11","0,37",FACULDADE DE JOSÉ BONIFÁCIO,FJB,0,Privada,Faculdade,JOSE BONIFACIO,"1,84","3,55","4,00","4,71",34,68,1,1765,"4,02","3,08"
ADMINISTRAÇÃO,SE,0,2012,"2,12","1,74","2,61","2,14","0,00",FACULDADE JOSÉ AUGUSTO VIEIRA,FJAV,0,Privada,Faculdade,LAGARTO,"2,14","3,39","3,00","3,73",58,102,1,3427,"3,53","2,11"
CIÊNCIAS CONTÁBEIS,SE,0,2012,"2,11","1,85","2,30","0,65","0,00",FACULDADE JOSÉ AUGUSTO VIEIRA,FJAV,0,Privada,Faculdade,LAGARTO,"1,96","4,90","3,00","4,91",56,78,22,3427,"4,91","2,10"
HISTÓRIA (LICENCIATURA),SE,0,2011,"2,01","1,60","1,72","0,91","0,00",FACULDADE JOSÉ AUGUSTO VIEIRA,FJAV,0,PRIVADA,FACULDADES,LAGARTO,"3,53","5,00","3,00","5,00",23,37,2402,3427,"5,00","2,01"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"2,81","3,03","2,89","3,33","2,72",FACULDADE ANHANGUERA DE OSASCO,FIZO,0,Privada,Faculdade,OSASCO,"2,50","1,61","3,00","3,00",54,178,22,1345,"2,16","2,79"
DIREITO,SP,0,2012,"1,79","0,65","1,21","3,53","2,65",FACULDADE ANHANGUERA DE OSASCO,FIZO,0,Privada,Faculdade,OSASCO,"0,29","3,02","2,00","4,42",19,67,2,1345,"3,58","1,77"
PUBLICIDADE E PROPAGANDA,SP,0,2012,"2,48","1,72","2,17","4,05","4,17",FACULDADE ANHANGUERA DE OSASCO,FIZO,0,Privada,Faculdade,OSASCO,"3,33","1,89","3,00","0,75",12,34,804,1345,"1,44","2,50"
ADMINISTRAÇÃO,SP,0,2012,"3,22","3,59","3,55","4,23","1,62",FACULDADES INTEGRADAS DO VALE DO RIBEIRA,FIVR,0,Privada,Faculdade,REGISTRO,"3,46","2,33","4,00","3,56",57,92,1,1554,"2,82","3,20"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"3,19","3,06","3,26","3,57","1,16",FACULDADES INTEGRADAS DO VALE DO RIBEIRA,FIVR,0,Privada,Faculdade,REGISTRO,"3,93","4,49","4,00","4,84",28,50,22,1554,"4,63","3,19"
DIREITO,SP,0,2012,"3,04","2,78","3,04","3,57","2,68",FACULDADES INTEGRADAS DO VALE DO RIBEIRA,FIVR,0,Privada,Faculdade,REGISTRO,"3,57","1,69","4,00","4,68",68,109,2,1554,"2,88","2,99"
HISTÓRIA (LICENCIATURA),SP,0,2011,"2,66","2,49","2,77","2,77","1,15",FACULDADES INTEGRADAS DO VALE DO RIBEIRA,FIVR,0,PRIVADA,FACULDADES,REGISTRO,"1,92","4,17","3,00","4,71",9,17,2402,1554,"4,38","2,65"
ADMINISTRAÇÃO,MG,0,2012,"3,07","4,20","3,24","3,41","0,95",FACULDADES INTEGRADAS VIANNA JÚNIOR,FIVJ,0,Privada,Faculdade,JUIZ DE FORA,"0,23","4,20","4,00","4,90",19,34,1,4722,"4,48","3,06"
CIÊNCIAS ECONÔMICAS,MG,0,2012,"3,18","3,91","4,39","2,23","0,65",FACULDADES INTEGRADAS VIANNA JÚNIOR,FIVJ,0,Privada,Faculdade,JUIZ DE FORA,"0,22","3,65","4,00","4,12",20,26,13,4722,"3,84","3,17"
DIREITO,MG,0,2012,"2,70","3,62","3,39","2,59","0,28",FACULDADES INTEGRADAS VIANNA JÚNIOR,FIVJ,0,Privada,Faculdade,JUIZ DE FORA,"0,46","3,01","3,00","3,92",222,269,2,4722,"3,38","2,69"
ADMINISTRAÇÃO,SP,0,2012,"2,62","2,16","2,68","2,14","0,00",FACULDADES INTEGRADAS URUBUPUNGÁ,FIU,0,Privada,Faculdade,PEREIRA BARRETO,"5,00","4,58","3,00","5,00",16,46,1,1266,"4,75","2,62"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"2,52","1,72","2,59","2,14","0,00",FACULDADES INTEGRADAS URUBUPUNGÁ,FIU,0,Privada,Faculdade,PEREIRA BARRETO,"5,00","4,74","3,00","5,00",8,19,22,1266,"4,85","2,51"
